,scaler,fs_model,fs_m,pca_n,tot_n_features,max_depth,n_estimators,train_mcc,val_mcc,train_balanced_acc,val_balanced_acc
200,RobustScaler,ExtraTreesClf_50,100,5,105,20,1000,1.0,0.5552330788109434,1.0,0.6978085843774993
201,RobustScaler,ExtraTreesClf_50,100,5,105,None,500,1.0,0.5545561265409734,1.0,0.6895992179863147
202,RobustScaler,ExtraTreesClf_50,100,5,105,None,750,1.0,0.54768813229055,1.0,0.6855669599217986
203,RobustScaler,ExtraTreesClf_50,100,5,105,None,1000,1.0,0.5474312650450954,1.0,0.6855669599217986
204,RobustScaler,ExtraTreesClf_50,100,10,110,5,500,0.5382764121921508,0.403423326711518,0.9555372405372404,0.8328250244379276
205,RobustScaler,ExtraTreesClf_50,100,10,110,5,750,0.5463599867089833,0.40284175397626165,0.9546181596181597,0.825028881187239
206,RobustScaler,ExtraTreesClf_50,100,10,110,5,1000,0.5461844815756599,0.41083770285207855,0.9532843671480035,0.8294021594241535
207,RobustScaler,ExtraTreesClf_50,100,10,110,10,500,0.9036733522292546,0.5154673036137177,0.9988842975206611,0.7338414200657603
208,RobustScaler,ExtraTreesClf_50,100,10,110,10,750,0.902604273281433,0.5077373814082098,0.998870523415978,0.7296334310850441
209,RobustScaler,ExtraTreesClf_50,100,10,110,10,1000,0.9048771725306176,0.5099976429528735,0.9988980716253444,0.7296747533990936
210,RobustScaler,ExtraTreesClf_50,100,10,110,20,500,1.0,0.5516837536003648,1.0,0.6936832400248822
211,RobustScaler,ExtraTreesClf_50,100,10,110,20,750,1.0,0.5457547022393784,1.0,0.6936419177108326
212,RobustScaler,ExtraTreesClf_50,100,10,110,20,1000,1.0,0.5619074519318757,1.0,0.6937658846529814
213,RobustScaler,ExtraTreesClf_50,100,10,110,None,500,1.0,0.5601095945160843,1.0,0.6937658846529815
214,RobustScaler,ExtraTreesClf_50,100,10,110,None,750,1.0,0.5550737678838016,1.0,0.6937245623389319
215,RobustScaler,ExtraTreesClf_50,100,10,110,None,1000,1.0,0.5619074519318757,1.0,0.6937658846529814
